,name,text,date
6,Michael Palin, Shabby... Ken Shabby... ,1969-12-31 11:53:28
7,Graham Chapman," Mr. Shabby... I just want to make sure that you'll 
            be able to look after my daughter... ",1969-12-31 13:09:26
8,Michael Palin," Oh yeah, yeah. I'll be able to look after 'er all 
            fight sport, eh, know what I mean, eh emggh! ",1969-12-31 13:29:07
9,Graham Chapman," And, er, what job do you do? ",1969-12-31 14:00:50
10,Michael Palin, I clean out public lavatories. ,1969-12-31 14:05:43
11,Graham Chapman, Is there promotion involved? ,1969-12-31 14:28:20
12,Michael Palin," Oh yeah, yeah. ",1969-12-31 15:32:50
13,Graham Chapman," And, ah, where are you going to live? ",1969-12-31 16:40:16
14,Michael Palin," Well round at my gran's... she trains polecats, 
            but most of them have suffocated so there should be a bit of spare 
            room in the attic, eh. Know what I mean. Oooh! ",1969-12-31 17:13:53
15,Graham Chapman, And when do you expect to get married? ,1969-12-31 18:00:17
16,Michael Palin," Oh, fight away sport. Right away... you know... I 
            haven't had it for weeks... ",1969-12-31 18:51:17
17,Graham Chapman," Well look I'll phone the bishop and see if we can 
            get the Abbey... ",1969-12-31 19:48:27
18,Michael Palin," Oh, diarrhea. ",1969-12-31 20:04:48
19,John Cleese," The story so far: Rosamund's father has become 
            ensnared by Mr. Shabby's extraordinary personal magnetism. Bob and 
            Janet have eaten Mr. Farquar's goldfish during an Oxfam lunch, and 
            Mrs. Elsmore's marriage is threatened by Doug's insistence that he 
            is on a different level of consciousness. Louise's hernia has been 
            confirmed, and Jim, Bob's brother, has run over the editor of the 
            'Lancet' on his way to see Jenny, a freelance Pagoda designer. On 
            the other side of the continent Napoleon still broods over the 
            smoldering remains of a city he had crossed half the earth to 
            conquer...",1969-12-31 20:26:10
0,John Cleese," ... whilst Mary, Roger's half-sister, settles 
            down to watch television... ",1969-12-31 22:00:25
1,John Cleese," There now follows a Party Political Broadcast 
            on behalf of the Wood Party. ",1969-12-31 22:01:24
2,Graham Chapman," Good evening. We in the Wood Party feel very 
            strongly that the present weak drafting of the Local Government Bill 
            leaves a lot to be desired, and we intend to fight. ",1969-12-31 23:02:47
3,Eric Idle, Hello Helllllllllloooooooooo! ,1969-12-31 23:36:56
4,Graham Chapman, ,1970-01-01 01:32:28
5,Eric Idle, Are you all fight minister? ,1970-01-01 06:04:48
6,Graham Chapman," I appear to have landed on this kind of ledge 
            thing. ",1970-01-01 06:27:47
7,Eric Idle, Shall we lower down one of the BBC ropes? ,1970-01-01 07:15:20
8,Graham Chapman, If you'd be so kind. ,1970-01-01 09:51:40
9,Eric Idle," What length of BBC rope will we be likely to need?
            ",1970-01-01 10:52:14
10,Graham Chapman," I should use the longest BBC rope. That would be 
            a good idea I would imagine. ",1970-01-01 10:53:41
11,Eric Idle," Okie dokie chief. Er, Tex get the longest BBC rope, 
            and bring it here pronto. ",1970-01-01 11:17:39
12,Graham Chapman, ,1970-01-01 12:28:55
13,Eric Idle," Er, well perhaps when the rope reaches you minister 
            you could kind of swing over to the ledge and grab it. ",1970-01-01 13:26:01
14,Graham Chapman, Good idea. ,1970-01-01 13:37:02
15,Graham Chapman," Well I'm going to carry on, if I can read the 
            script. He swings over to a ledge opposite with a script on it. As 
            he gets near he peers and starts reading. ",1970-01-01 14:53:51
16,Graham Chapman, Good evening. We in the Wood Party ,1970-01-01 15:35:14
17,Eric Idle, ,1970-01-01 15:47:51
18,Graham Chapman," Look, look, I must look a bit of a chump hanging 
            upside down like this. ",1970-01-01 18:00:59
19,Eric Idle, ,1970-01-01 21:03:49
20,Graham Chapman," Oh good. Look, er, I'm sorry about this, but 
            there seem to be a few gremlins about... I think I'd better start 
            from the beginning. Er, good evening, we in the Wood Party feel very 
            strongly about, oh ... ",1970-01-01 21:14:20
21,Eric Idle, ,1970-01-01 21:49:32
22,Graham Chapman," Oh good, good. Well ... er... er... um... Good 
            evening. Er ... well... er... how are you? Er... Oh yes look, I 
            don't want you to think of the Wood Party as a load of old men that 
            like hanging around on ropes only I ... er ... oh ... oh. ",1970-01-01 22:27:31
23,Graham Chapman, Ah. Thank you. ,1970-01-01 23:51:28
24,Terry Jones," Is this the furthest distance that a 
            minister has fallen? Robert. ",1970-01-02 00:18:33
25,Eric Idle," Well surprisingly not. The Canadian 
            Minister for External Affairs fell nearly seven miles during a 
            Liberal Conference in Ottawa about six years ago, and then quite 
            recently the Kenyan Minister for Agric. and Fish fell nearly twelve 
            miles during a Nairobi debate in Parliament, although this hasn't 
            been ratified yet. ",1970-01-02 00:33:13
26,Terry Jones," Er, how far did the Filipino cabinet fall 
            last March? ",1970-01-02 00:58:24
27,Eric Idle," Er, well they fell nearly thirty-nine miles 
            but it's not really so remarkable as that was due to their combined 
            weight, of course. Robert. ",1970-01-02 01:08:49
28,Terry Jones," Thank you, Robert. Well now what's your 
            reaction to all this, Robert? ",1970-01-02 05:10:34
29,John Cleese," Well, well Robert the main thing is that 
            it's terribly exciting. You see the minister is quite dearly lodged 
            between rocks we know terribly little of. Terribly little. Of course 
            the main thing is we're getting color pictures of an extraordinarily 
            high quality. The important thing is, the really exciting thing is 
            the minister will ",1970-01-02 06:32:26
30,Terry Jones," Thank you Robert. Well that seems to be 
            about all we have time for tonight. Unless anyone has anything else 
            to say. Has anyone anything else to say? ",1970-01-02 07:54:23
31,Michael Palin," What do we mean by no, what do we mean by yes, 
            what do we mean by no, no, no. Tonight Spectrum looks at the whole 
            question of what is no. ",1970-01-02 08:18:50
0,Terry Jones, There will now be a short intermission. ,1970-01-02 08:43:43
1,Terry Jones," There will now be a medium-sized intermission. 
            Same music, same speed, slightly longer. ",1970-01-02 09:29:36
2,Eric Idle," Oo I don't like this, Bob I don't like that. Oh I 
            don't think much to all this. Oh fancy using that wallpaper. Fancy 
            using mustard. Oo is that a proper one? Oo it's not real. Oh 1 don't 
            think it's a proper restaurant unless they give you finger bowls. Oo 
            I don't like him. I'm going to have a baby in a few years. ",1970-01-02 10:37:34
3,John Cleese," Er, please excuse my wife. She may appear to be rather 
            nasty but underneath she has a heart of Formica. ",1970-01-02 10:38:44
4,John Cleese, Oh I'm sorry. ,1970-01-02 11:18:14
5,Eric Idle," Quite frankly I'm against people who commit suicide, 
            I don't like that sort of person at all. I'm plain people and I'm 
            proud of it, my mother's the salt of the earth, and I don't take the 
            pill 'cos it's nasty. ",1970-01-02 11:28:47
6,John Cleese," Please excuse my wife, she may not be very beautiful, 
            and she may have no money, and she may be a little talentless, 
            boring and dull, but on the other hand ... ",1970-01-02 13:04:51
7,John Cleese," Fine. I'm the head waiter. This is a 
            vegetarian restaurant only, we serve no animal flesh of any kind. 
            We're not only proud of that, we're smug about it. So if you were to 
            come in here asking me to rip open a small defenseless chicken, so 
            you could chew its skin and eat its intestines, then I'm afraid I'd 
            have to ask you to leave. ",1970-01-02 13:06:39
8,John Cleese," No, no, no, no. ",1970-01-02 14:45:46
9,John Cleese," Likewise if you were to ask us to slice the 
            sides of a cow and serve it with small pieces of its liver ... ",1970-01-02 14:51:46
10,Eric Idle," Quite frankly I'm against people who give vent to 
            their loquacity by extraneous bombastic circumlocution. ",1970-01-02 14:55:50
11,John Cleese, Sometimes Shirley I think you're almost human. ,1970-01-02 14:58:30
12,John Cleese, ,1970-01-02 17:37:26
13,John Cleese," Once I married someone who was beautiful, and young, 
            and gay, and free. Whatever happened to her? ",1970-01-02 18:09:13
14,Eric Idle, You divorced her and married me. ,1970-01-02 18:33:42
15,John Cleese," I met my second wife at a 
            second-wife-swapping party. Trust me to arrive late. ",1970-01-02 19:05:39
16,Graham Chapman, Always were late weren't you Thompson? ,1970-01-02 19:19:44
17,John Cleese," Hello Headmaster. What are you doing here?
            ",1970-01-02 20:51:03
18,Graham Chapman," Fine, fine, fine, thank you. Fine, thank you. 
            No more sherry for me don't you know. Warner House beat Badger House 
            for the Second Cuppa, remarkable. We had to put most of the second 
            form to sleep. No padre. Bad business. They were beginning to play 
            with themselves. Still... You haven't seen my wife anywhere have 
            you? ",1970-01-02 22:26:42
19,John Cleese, No. ,1970-01-02 23:58:44
20,Graham Chapman," Oh thank God for that, ",1970-01-03 00:11:54
21,Eric Idle," Oh I don't like him. Do you know what I mean. Do you 
            know what I mean. I mean do you know what I mean. Do you know what I 
            mean. Do you know what I mean. I mean do you know what I mean. All 
            men are the same. ",1970-01-03 02:28:14
22,John Cleese, No it doesn't. ,1970-01-03 02:43:04
23,John Cleese," Fine. Would you care for a glass of blood? Oh 
            what a giveaway. ",1970-01-03 02:52:16
24,Eric Idle," No, we'd like to see the menu please. I don't think 
            it's a proper restaurant unless you have a proper menu, and anyway I 
            might be pregnant. ",1970-01-03 03:01:45
25,John Cleese," Perhaps you'd care for a drink? , ",1970-01-03 03:55:10
26,Eric Idle," Ever since you've married me, Douglas, you've treated 
            me like an albatross. ",1970-01-03 04:19:54
27,Terry Jones, Evening. ,1970-01-03 04:26:57
28,John Cleese, Good evening. ,1970-01-03 04:31:23
29,Terry Jones," I hope you're going to enjoy me this evening. I'm 
            the special. Try me with some rice. ",1970-01-03 05:16:16
30,John Cleese, I beg your pardon? ,1970-01-03 06:44:44
31,Terry Jones, A Hopkins au gratin a la chef. ,1970-01-03 07:07:37
32,John Cleese," Ah, oh how do you... ",1970-01-03 07:22:40
33,Terry Jones, ,1970-01-03 07:46:11
34,Eric Idle, ,1970-01-03 09:51:51
35,Terry Jones," Oh, one word of warning, sir, a little tip. ",1970-01-03 12:09:24
36,John Cleese, Yes thank you. ,1970-01-03 13:17:41
37,Terry Jones," WellI must get on or I'll 'spoil. Janet - to the 
            kitchen. ",1970-01-03 14:46:52
38,John Cleese," I don't know who keeps bringing them in here.
            ",1970-01-03 14:54:51
39,Eric Idle," Oh I don't like that. I think it's silly. It's not a 
            proper sketch without a proper punchline. I mean I don't know much 
            about anything, I'm stupid. I'm muggins. Nobody cares what I think. 
            I'm always the one that has to do everything. Nobody cares about me. 
            Well I'm going to have a lot of bloody babies and they can bloody 
            well care about me. Makes you sick half this television. They never 
            stop talking, he'll be the ruination of her, rhythm method. ",1970-01-03 15:37:08
40,Terry Jones," There will now be a whopping great 
            intermission, during which small ice creams in very large boxes will 
            be sold. Another way we can drive people away from the cinema is by 
            showing you advertisements.",1970-01-03 16:17:58
0,Eric Idle," Do you like this? Or how about this? Or 
            perhaps you prefer this latest model? Then why not come to us. We 
            supply only the very best models. ",1970-01-03 16:43:42
0,John Cleese, Albatross! Albatross! Albatross! ,1970-01-03 17:10:52
1,Terry Jones, Two choc-ices please. ,1970-01-03 18:05:40
2,John Cleese," I haven't got choc-ices. I only got the albatross. 
            Albatross! ",1970-01-03 19:54:38
3,Terry Jones, What flavor is it? ,1970-01-03 23:37:16
4,John Cleese," It's a bird, innit. It's a bloody sea bird . .. it's 
            not any bloody flavor. Albatross! ",1970-01-04 00:28:27
5,Terry Jones, Do you get wafers with it? ,1970-01-04 00:48:30
6,John Cleese," Course you don't get bloody wafers with it. 
            Albatross! ",1970-01-04 01:28:05
7,Terry Jones, How much is it? ,1970-01-04 01:30:06
8,John Cleese, Ninepence. ,1970-01-04 03:04:24
9,Terry Jones, I'll have two please. ,1970-01-04 03:25:34
10,John Cleese, Gannet on a stick. ,1970-01-04 04:04:31
11,Eric Idle, There will now be a very short... ,1970-01-04 05:03:05
